球队,赛区,场次,命中率,三分命中率,罚球命中率,进攻篮板,防守篮板,场均得分,场均篮板,场均助攻,失误,场均抢断,场均盖帽,犯规,命中,出手,三分命中,三分出手,罚球命中,罚球出手,总进攻篮板,总防守篮板,总得分,总篮板,总助攻,总抢断,总盖帽,总失误,总犯规
国王,西部,50,44.5,,68.3,14.1,31.5,100.2,45.6,22.6,16.84,8.88,,,1918,4307,,,883,1293,706,1573,5009,2279,1129,444,232,842,1016
湖人,西部,50,46.8,,68.3,12.4,29.6,99.0,42.0,21.9,15.08,7.78,,,1841,3935,,,1027,1503,619,1482,4950,2101,1095,389,287,754,1231
太阳,西部,50,44.9,,76.0,12.0,28.4,95.6,40.3,25.0,13.62,8.88,,,1797,4004,,,924,1215,598,1418,4779,2016,1249,444,200,681,1022
超音速,西部,50,44.2,,68.1,13.5,28.4,94.9,42.0,21.7,15.3,7.86,,,1756,3976,,,922,1354,676,1422,4743,2098,1087,393,201,765,1047
开拓者,西部,50,44.2,,74.3,12.9,31.4,94.8,44.3,21.5,15.42,8.22,,,1747,3956,,,1002,1349,646,1570,4742,2216,1073,411,290,771,1126
步行者,东部,50,44.8,,79.6,11.5,29.0,94.7,40.5,20.1,12.98,6.32,,,1731,3866,,,977,1228,574,1452,4733,2026,1005,316,223,649,1082
火箭,西部,50,46.2,,72.9,10.7,30.8,94.2,41.5,21.2,16.24,7.72,,,1755,3798,,,865,1187,536,1540,4711,2076,1058,386,260,812,960
掘金,西部,50,42.1,,76.2,12.9,27.8,93.5,40.8,19.4,14.78,7.52,,,1681,3989,,,1010,1325,647,1392,4674,2039,969,376,275,739,1145
爵士,西部,50,46.5,,76.7,11.1,30.2,93.3,41.3,24.1,16.28,7.96,,,1684,3620,,,1158,1510,555,1508,4666,2063,1204,398,276,814,1133
凯尔特人,东部,50,43.6,,69.2,13.6,29.2,93.0,42.8,21.5,16.14,9.06,,,1816,4164,,,745,1077,680,1458,4650,2138,1073,453,255,807,1193
黄蜂,东部,50,44.9,,74.7,9.6,29.9,92.9,39.5,22.2,15.92,8.86,,,1671,3718,,,1034,1384,480,1493,4644,1973,1110,443,247,796,1101
森林狼,西部,50,42.5,,74.3,15.1,27.8,92.9,42.9,24.4,12.82,8.52,,,1838,4327,,,849,1143,754,1392,4647,2146,1218,426,272,641,1185
马刺,西部,50,45.6,,69.8,12.3,31.7,92.8,44.0,22.0,15.18,8.42,,,1740,3812,,,988,1415,614,1584,4640,2198,1101,421,351,759,1010
雄鹿,东部,50,45.9,,73.3,11.4,27.4,91.7,38.8,20.6,14.38,8.84,,,1753,3818,,,847,1155,570,1369,4584,1939,1030,442,202,719,1142
独行侠,西部,50,43.4,,72.8,12.9,29.6,91.6,42.5,18.4,13.84,7.04,,,1749,4033,,,881,1210,645,1478,4581,2123,921,352,292,692,1065
NJN,东部,50,40.6,,76.9,14.3,28.7,91.4,43.0,18.5,15.0,9.82,,,1691,4160,,,962,1251,715,1437,4569,2152,923,491,273,750,1134
奇才,东部,50,44.5,,70.5,11.9,28.1,91.2,40.0,21.3,14.72,7.86,,,1768,3969,,,845,1198,595,1403,4560,1998,1064,393,193,736,1151
猛龙,东部,50,42.1,,76.0,14.2,28.9,91.1,43.2,20.7,15.98,8.78,,,1660,3940,,,1011,1330,712,1447,4557,2159,1036,439,321,799,1139
快船,西部,50,42.7,,72.1,13.3,25.9,90.4,39.2,16.4,15.92,8.48,,,1711,4007,,,883,1225,665,1293,4519,1958,820,424,236,796,1223
活塞,东部,50,44.7,,74.0,12.1,28.2,90.4,40.3,20.2,15.8,8.88,,,1660,3716,,,950,1283,605,1412,4518,2017,1009,444,208,790,1139
76人,东部,50,42.6,,72.2,14.6,28.6,89.7,43.1,18.7,16.44,10.84,,,1656,3883,,,1073,1486,729,1428,4483,2157,934,542,271,822,1152
魔术,东部,50,42.8,,70.0,13.8,28.9,89.5,42.7,21.3,16.38,9.92,,,1687,3943,,,876,1252,688,1445,4473,2133,1067,496,213,819,935
热火,东部,50,45.3,,73.5,10.1,30.2,89.0,40.3,20.4,14.88,6.54,,,1616,3565,,,928,1262,503,1512,4449,2015,1019,327,304,744,1035
灰熊,西部,50,42.8,,71.7,13.0,27.2,88.9,40.2,19.3,16.96,8.4,,,1643,3838,,,1009,1408,650,1359,4443,2009,964,420,199,848,1123
勇士,西部,50,41.5,,67.6,16.3,31.2,88.3,47.5,20.7,15.36,8.28,,,1730,4173,,,794,1175,816,1559,4416,2375,1037,414,221,768,1270
尼克斯,东部,50,43.5,,73.2,11.0,30.2,86.4,41.2,19.3,16.08,7.9,,,1610,3704,,,892,1218,551,1510,4320,2061,963,395,262,804,1140
骑士,东部,50,43.9,,74.9,9.4,26.3,86.4,35.8,21.9,15.7,9.04,,,1562,3561,,,1016,1356,472,1316,4322,1788,1093,452,203,785,1208
老鹰,东部,50,40.9,,73.1,13.5,30.0,86.3,43.5,15.6,14.9,6.92,,,1539,3760,,,1040,1422,676,1499,4315,2175,782,346,260,745,987
公牛,东部,50,40.1,,70.9,11.5,27.9,81.9,39.3,20.3,15.48,8.72,,,1539,3837,,,840,1185,573,1394,4095,1967,1017,436,169,774,1112
