球队,赛区,场次,命中率,三分命中率,罚球命中率,进攻篮板,防守篮板,场均得分,场均篮板,场均助攻,失误,场均抢断,场均盖帽,犯规,命中,出手,三分命中,三分出手,罚球命中,罚球出手,总进攻篮板,总防守篮板,总得分,总篮板,总助攻,总抢断,总盖帽,总失误,总犯规
雷霆,西部,82,45.3,35.4,71.6,12.5,32.6,107.9,45.1,21.3,13.99,9.06,5.02,20.16,3271,7221,881,2491,1421,1985,1024,2671,8844,3695,1750,743,412,1147,1653
篮网,东部,82,44.1,35.6,77.2,9.7,34.8,106.6,44.4,23.7,15.18,6.24,4.76,20.59,3136,7114,1041,2924,1428,1850,792,2852,8741,3644,1941,512,390,1245,1688
奇才,东部,82,46.7,37.5,77.2,10.0,33.1,106.6,43.1,25.2,14.59,7.87,4.3,21.29,3275,7018,814,2173,1378,1786,823,2713,8742,3536,2065,645,353,1196,1746
雄鹿,东部,82,47.8,35.5,78.3,8.4,31.5,106.5,39.8,23.2,13.84,8.8,5.4,21.37,3257,6807,718,2024,1499,1915,688,2579,8731,3267,1905,722,443,1135,1752
开拓者,西部,82,45.2,36.6,80.0,10.2,35.3,105.6,45.5,19.5,13.52,6.99,5.16,19.5,3222,7132,845,2308,1372,1715,835,2893,8661,3728,1599,573,423,1109,1599
步行者,东部,82,47.2,36.9,77.9,9.6,32.7,105.6,42.3,22.2,13.27,8.79,4.15,18.83,3345,7083,741,2010,1225,1573,788,2684,8656,3472,1819,721,340,1088,1544
尼克斯,东部,82,46.4,35.2,78.7,10.5,33.6,104.5,44.0,23.3,14.73,6.73,5.13,20.51,3334,7193,673,1914,1225,1557,859,2752,8566,3611,1912,552,421,1208,1682
爵士,西部,82,46.2,36.6,77.9,9.0,34.2,104.1,43.3,22.4,14.7,8.63,5.12,19.61,3139,6797,887,2425,1375,1766,740,2807,8540,3547,1839,708,420,1205,1608
凯尔特人,东部,82,45.0,37.7,77.1,9.4,35.1,104.0,44.5,22.5,14.0,7.37,4.55,19.73,3141,6975,939,2492,1308,1697,767,2878,8529,3645,1842,604,373,1148,1618
太阳,西部,82,44.2,33.4,74.1,10.3,33.9,103.9,44.1,21.3,15.72,6.94,4.51,22.04,3153,7141,763,2286,1453,1962,842,2776,8522,3618,1743,569,370,1289,1807
活塞,东部,82,45.0,37.3,74.5,10.1,33.6,103.8,43.7,22.8,13.44,7.66,3.87,18.39,3208,7129,886,2373,1207,1621,830,2756,8509,3586,1868,628,317,1102,1508
魔术,东部,82,45.2,35.1,75.7,8.8,32.8,103.4,41.6,23.4,14.54,7.59,4.88,19.26,3182,7042,844,2405,1271,1678,722,2692,8479,3414,1921,622,400,1192,1579
老鹰,东部,82,44.6,36.0,78.5,9.1,32.8,103.4,41.9,23.7,15.54,7.78,4.24,19.59,3130,7015,917,2544,1298,1654,743,2693,8475,3436,1946,638,348,1274,1606
热火,东部,82,45.5,36.0,75.5,9.3,34.2,103.4,43.5,22.7,14.37,7.56,5.33,20.1,3184,6997,903,2506,1209,1601,763,2801,8480,3564,1862,620,437,1178,1648
公牛,东部,82,43.5,35.5,75.9,9.6,35.0,102.9,44.7,23.5,13.99,7.63,3.52,19.16,3170,7285,906,2549,1194,1574,790,2872,8440,3662,1923,626,289,1147,1571
马刺,西部,82,45.7,35.2,77.2,10.4,33.9,102.7,44.2,22.8,13.15,7.66,5.61,17.17,3202,6999,696,1977,1324,1715,849,2777,8424,3626,1868,628,460,1078,1408
独行侠,西部,82,44.4,36.0,76.3,8.1,33.1,102.3,41.3,22.7,12.28,7.05,3.78,19.24,3128,7042,967,2688,1167,1530,666,2717,8390,3383,1858,578,310,1007,1578
灰熊,西部,82,44.4,35.2,78.6,9.5,31.0,99.3,40.5,21.5,14.96,7.48,4.83,23.17,3013,6788,758,2152,1361,1732,779,2544,8145,3323,1767,613,396,1227,1900
国王,西部,82,45.0,37.5,73.5,9.5,31.4,98.8,40.9,21.6,13.72,7.84,4.15,19.99,3179,7063,738,1967,1008,1371,776,2578,8104,3354,1768,643,340,1125,1639
