球队,赛区,场次,命中率,三分命中率,罚球命中率,进攻篮板,防守篮板,场均得分,场均篮板,场均助攻,失误,场均抢断,场均盖帽,犯规,命中,出手,三分命中,三分出手,罚球命中,罚球出手,总进攻篮板,总防守篮板,总得分,总篮板,总助攻,总抢断,总盖帽,总失误,总犯规
篮网,东部,82,44.4,33.8,78.8,8.8,35.1,105.8,43.9,21.4,16.54,7.23,4.72,21.05,3102,6987,877,2591,1592,2020,721,2879,8673,3600,1756,593,387,1356,1726
森林狼,西部,82,46.7,34.9,79.9,11.4,31.0,105.6,42.4,23.7,14.02,7.98,4.51,20.07,3235,6922,601,1723,1586,1986,938,2540,8657,3478,1940,654,370,1150,1646
马刺,西部,82,46.9,39.1,79.7,10.0,33.9,105.3,43.9,23.8,13.43,7.99,5.9,18.27,3222,6864,753,1927,1440,1806,821,2777,8637,3598,1954,655,484,1101,1498
步行者,东部,82,46.5,37.6,81.0,9.0,33.0,105.1,42.0,22.5,13.78,8.16,4.99,19.48,3221,6931,709,1885,1467,1811,742,2702,8618,3444,1844,669,409,1130,1597
黄蜂,东部,82,44.2,35.1,81.5,8.8,34.8,104.9,43.6,23.1,11.49,6.96,4.76,16.59,3093,7000,824,2347,1591,1953,721,2853,8601,3574,1891,571,390,942,1360
湖人,西部,82,45.0,34.6,75.4,11.4,32.1,104.6,43.5,20.9,15.16,8.22,3.9,20.71,3224,7164,730,2110,1397,1853,933,2636,8575,3569,1716,674,320,1243,1698
尼克斯,东部,82,44.7,34.8,78.8,12.0,33.2,104.3,45.2,21.8,13.89,7.09,5.55,20.34,3244,7256,704,2022,1364,1731,983,2723,8556,3706,1786,581,455,1139,1668
鹈鹕,西部,82,45.0,35.0,75.0,8.6,35.1,104.3,43.7,22.8,12.9,7.8,5.5,18.2,3210,7130,768,2196,1368,1825,703,2879,8556,3582,1869,638,453,1054,1490
雄鹿,东部,82,47.4,37.0,76.8,8.8,31.6,103.6,40.4,24.2,13.96,8.12,5.32,20.24,3182,6715,720,1946,1413,1839,723,2589,8497,3312,1984,666,436,1145,1660
老鹰,东部,82,45.1,34.1,72.8,10.3,34.1,103.2,44.3,23.6,15.78,8.2,4.84,18.18,3123,6918,729,2137,1484,2039,842,2793,8459,3635,1938,672,397,1294,1491
热火,东部,82,45.5,36.5,70.6,10.6,33.0,103.2,43.6,21.2,13.44,7.17,5.72,20.49,3202,7037,808,2213,1248,1768,872,2705,8460,3577,1742,588,469,1102,1680
公牛,东部,82,44.4,34.0,79.8,12.2,34.1,102.9,46.3,22.6,13.6,7.8,4.8,17.7,3169,7141,623,1831,1474,1848,999,2797,8435,3796,1851,643,393,1112,1455
国王,西部,82,46.1,37.6,77.5,8.7,32.3,102.8,41.1,22.5,14.65,7.65,3.95,20.33,3105,6734,737,1960,1483,1913,715,2652,8430,3367,1844,627,324,1201,1667
76人,东部,82,44.2,34.0,77.1,9.8,33.0,102.4,42.8,23.8,16.66,8.44,5.12,21.87,3088,6992,831,2443,1393,1806,807,2706,8400,3513,1949,692,420,1366,1793
活塞,东部,82,44.9,33.0,71.9,11.1,34.6,101.3,45.7,21.1,11.87,7.0,3.78,17.89,3269,7282,631,1915,1140,1586,908,2838,8309,3746,1732,574,310,973,1467
魔术,东部,82,44.0,32.8,74.7,9.8,33.3,101.1,43.2,22.2,13.3,7.07,4.83,19.32,3139,7133,701,2139,1309,1753,807,2734,8288,3541,1820,580,396,1091,1584
爵士,西部,82,46.6,37.2,74.7,9.4,33.8,100.7,43.2,20.1,13.6,6.7,5.0,18.8,3033,6515,791,2128,1401,1875,771,2774,8258,3545,1651,550,410,1118,1545
灰熊,西部,82,43.5,35.4,78.4,10.8,32.0,100.5,42.8,21.3,12.91,7.96,4.2,22.44,2984,6854,767,2169,1504,1918,886,2621,8239,3507,1744,653,344,1059,1840
独行侠,西部,82,44.0,35.5,80.1,7.9,30.7,97.9,38.6,20.8,11.85,7.49,3.74,19.11,2968,6750,878,2473,1215,1516,647,2516,8029,3163,1705,614,307,972,1567
