球队,赛区,场次,命中率,三分命中率,罚球命中率,进攻篮板,防守篮板,场均得分,场均篮板,场均助攻,失误,场均抢断,场均盖帽,犯规,命中,出手,三分命中,三分出手,罚球命中,罚球出手,总进攻篮板,总防守篮板,总得分,总篮板,总助攻,总抢断,总盖帽,总失误,总犯规
森林狼,西部,72,44.8,34.9,76.1,10.5,33.0,112.1,43.5,25.6,14.26,8.78,5.53,20.93,2932,6546,944,2706,1265,1662,757,2376,8073,3133,1846,632,398,1027,1507
猛龙,东部,72,44.8,36.8,81.5,9.4,32.1,111.3,41.6,24.1,13.22,8.58,5.39,21.19,2859,6383,1041,2831,1252,1536,680,2314,8011,2994,1735,618,388,952,1526
马刺,西部,72,46.2,35.0,79.2,9.3,34.6,111.1,43.9,24.4,11.4,7.01,5.08,17.96,3014,6518,716,2046,1254,1584,669,2489,7998,3158,1759,505,366,821,1293
公牛,东部,72,47.6,37.0,79.1,9.6,35.3,110.7,45.0,26.8,15.13,6.69,4.22,18.92,3035,6380,904,2446,995,1258,693,2544,7969,3237,1927,482,304,1089,1362
黄蜂,东部,72,45.5,36.9,76.1,10.6,33.2,109.5,43.8,26.8,14.85,7.85,4.78,18.03,2875,6324,985,2666,1146,1505,762,2389,7881,3151,1933,565,344,1069,1298
湖人,西部,72,47.2,35.4,73.9,9.7,34.6,109.5,44.2,24.7,15.21,7.81,5.36,19.13,2925,6197,796,2248,1241,1679,695,2490,7887,3185,1775,562,386,1095,1377
火箭,西部,72,44.4,33.9,74.0,9.3,33.3,108.8,42.6,23.6,14.72,7.58,5.01,19.54,2826,6372,992,2923,1189,1606,671,2396,7833,3067,1699,546,361,1060,1407
热火,东部,72,46.8,35.8,79.0,8.0,33.5,108.1,41.5,26.3,14.07,7.9,3.97,18.93,2824,6029,932,2606,1201,1520,579,2409,7781,2988,1895,569,286,1013,1363
尼克斯,东部,72,45.6,39.2,78.4,9.7,35.5,107.0,45.1,21.4,12.94,7.04,5.07,20.46,2839,6225,847,2163,1181,1506,696,2554,7706,3250,1541,507,365,932,1473
活塞,东部,72,45.2,35.1,75.9,9.6,33.1,106.6,42.7,24.2,14.93,7.38,5.15,20.51,2783,6162,832,2370,1278,1683,694,2381,7676,3075,1743,531,371,1075,1477
雷霆,西部,72,44.1,33.9,72.5,9.9,35.7,105.0,45.6,22.1,16.14,7.0,4.39,18.13,2795,6338,857,2529,1113,1536,715,2568,7560,3283,1588,504,316,1162,1305
魔术,东部,72,42.9,34.3,77.5,10.4,35.1,104.0,45.4,21.8,12.83,6.89,4.42,17.18,2754,6423,784,2288,1196,1543,747,2525,7488,3272,1571,496,318,924,1237
骑士,东部,72,45.0,33.6,74.3,10.4,32.3,103.8,42.8,23.8,15.47,7.76,4.51,18.17,2778,6175,720,2141,1200,1614,751,2327,7476,3078,1716,559,325,1114,1308
